__glayCluster,name,selected,shared name
129,RP5-963E22.5,False,RP5-963E22.5
129,ARHGAP42P5,False,ARHGAP42P5
26,DGKK,False,DGKK
129,CTB-12A17.2,False,CTB-12A17.2
72,IGKV2-24,False,IGKV2-24
72,IGKV4-1,False,IGKV4-1
72,IGLV8-61,False,IGLV8-61
72,IGKV1D-39,False,IGKV1D-39
72,IGHV1-58,False,IGHV1-58
72,IGHV3-72,False,IGHV3-72
72,IGLV4-69,False,IGLV4-69
72,IGKV1-5,False,IGKV1-5
72,IGHV4-34,False,IGHV4-34
72,IGHV3-15,False,IGHV3-15
72,IGKV2-28,False,IGKV2-28
72,IGKV3-20,False,IGKV3-20
72,IGKV3-15,False,IGKV3-15
72,IGHG2,False,IGHG2
72,IGLV1-51,False,IGLV1-51
72,IGKV3-11,False,IGKV3-11
72,IGKC,False,IGKC
72,IGLV2-23,False,IGLV2-23
72,IGKV1-17,False,IGKV1-17
72,IGLC2,False,IGLC2
72,IGHV1-24,False,IGHV1-24
72,IGLV2-11,False,IGLV2-11
72,IGJ,False,IGJ
72,IGKV1-6,False,IGKV1-6
72,IGHV3-23,False,IGHV3-23
72,IGLV2-14,False,IGLV2-14
72,IGHG3,False,IGHG3
72,IGHV1-46,False,IGHV1-46
72,IGLV1-40,False,IGLV1-40
72,IGHV1-2,False,IGHV1-2
72,IGHV3-48,False,IGHV3-48
54,C4BPA,False,C4BPA
54,PLGLA,False,PLGLA
54,ABCB11,False,ABCB11
54,SLC17A2,False,SLC17A2
54,TF,False,TF
54,APOB,False,APOB
54,ITIH1,False,ITIH1
54,SERPINA10,False,SERPINA10
54,CREB3L3,False,CREB3L3
54,GDA,False,GDA
54,UROC1,False,UROC1
54,LGALS4,False,LGALS4
54,FETUB,False,FETUB
54,LINC01320,False,LINC01320
54,MT1H,False,MT1H
54,MASP1,False,MASP1
54,FGL1,False,FGL1
54,SLC25A47,False,SLC25A47
54,RP11-573D15.8,False,RP11-573D15.8
54,F5,False,F5
54,CFHR4,False,CFHR4
54,CPB2,False,CPB2
54,CYP2C18,False,CYP2C18
54,GYS2,False,GYS2
54,HAMP,False,HAMP
54,RP11-404G16.2,False,RP11-404G16.2
54,UGT3A1,False,UGT3A1
129,OR4G1P,False,OR4G1P
72,IGHV3-33,False,IGHV3-33
72,IGHA2,False,IGHA2
72,IGHV1-69-2,False,IGHV1-69-2
72,IGHA1,False,IGHA1
72,IGHV2-70,False,IGHV2-70
72,IGHV3-7,False,IGHV3-7
72,IGLV3-21,False,IGLV3-21
42,ANXA8L1,False,ANXA8L1
42,ANXA8,False,ANXA8
42,NPY4R,False,NPY4R
42,KRT5,False,KRT5
54,AC005307.3,False,AC005307.3
129,RP3-341O5.3,False,RP3-341O5.3
129,PABPC1P12,False,PABPC1P12
54,RP11-478P10.1,False,RP11-478P10.1
129,RGSL1,False,RGSL1
129,CTA-212A2.4,False,CTA-212A2.4
129,SPRR4,False,SPRR4
129,RP11-410C4.5,False,RP11-410C4.5
8,SNORA71C,False,SNORA71C
8,SNORA71A,False,SNORA71A
129,SPATA31E2P,False,SPATA31E2P
129,RP11-307A17.2,False,RP11-307A17.2
129,RP11-305P22.9,False,RP11-305P22.9
129,OTX2,False,OTX2
129,C17orf102,False,C17orf102
129,RP11-19O2.2,False,RP11-19O2.2
57,RP11-244B22.1,False,RP11-244B22.1
129,TMCO5A,False,TMCO5A
129,ESRG,False,ESRG
129,OSTM1-AS1,False,OSTM1-AS1
129,RP11-1016B18.1,False,RP11-1016B18.1
129,RP4-737E23.2,False,RP4-737E23.2
129,GNL2P1,False,GNL2P1
129,AC003984.1,False,AC003984.1
26,RP5-978I12.1,False,RP5-978I12.1
26,LRRTM1,False,LRRTM1
26,PLD5,False,PLD5
129,RP11-158L12.6,False,RP11-158L12.6
129,MIPEPP2,False,MIPEPP2
129,MUC3A,False,MUC3A
129,RP11-491F9.8,False,RP11-491F9.8
129,CTB-127C13.1,False,CTB-127C13.1
129,LINC00485,False,LINC00485
129,GPR1-AS,False,GPR1-AS
26,KCNK10,False,KCNK10
129,RP11-103J17.2,False,RP11-103J17.2
129,RP4-547N15.3,False,RP4-547N15.3
129,RP11-476D10.1,False,RP11-476D10.1
26,LINC00599,False,LINC00599
26,TMEM229A,False,TMEM229A
129,ZNF705G,False,ZNF705G
129,RP11-344G13.1,False,RP11-344G13.1
129,WBP11P1,False,WBP11P1
129,FAM9B,False,FAM9B
129,LINC01553,False,LINC01553
129,AADACL3,False,AADACL3
129,RP11-438F14.3,False,RP11-438F14.3
129,RP11-292D4.3,False,RP11-292D4.3
129,RP11-629F19.1,False,RP11-629F19.1
26,RP11-373E16.3,False,RP11-373E16.3
129,RP11-126O22.1,False,RP11-126O22.1
129,RP4-570O12.3,False,RP4-570O12.3
54,CTD-3076M17.1,False,CTD-3076M17.1
129,DPPA4,False,DPPA4
129,RP11-379P15.1,False,RP11-379P15.1
54,AFM,False,AFM
54,CYP3A4,False,CYP3A4
54,HPD,False,HPD
54,ALB,False,ALB
54,SLCO1B3,False,SLCO1B3
54,TM4SF4,False,TM4SF4
54,SLC30A10,False,SLC30A10
54,SLC38A4,False,SLC38A4
54,CPS1-IT1,False,CPS1-IT1
54,GPR128,False,GPR128
129,LIN28B,False,LIN28B
26,MYT1L,False,MYT1L
129,GPR112,False,GPR112
129,LIPF,False,LIPF
26,AC013437.2,False,AC013437.2
129,AC079779.7,False,AC079779.7
54,PROC,False,PROC
54,ITIH3,False,ITIH3
